Campus,Group,School / Department,Level,Category,Number of Applications,Date,Number of Acceptances,Month,Year,Main Level
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Overseas,41.0,Jan 2018,5.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Overseas,54.0,Jan 2018,14.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Visiting Students Non Degree,Overseas,0.0,Jan 2018,0.0,Jan,2018,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Overseas,6.0,Jan 2018,4.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Overseas,15.0,Jan 2018,4.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Visiting Students Non Degree,Overseas,0.0,Jan 2018,0.0,Jan,2018,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Overseas,13.0,Jan 2018,2.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Overseas,5.0,Jan 2018,2.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Overseas,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Overseas,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Overseas,2.0,Jan 2018,0.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Overseas,0.0,Jan 2018,0.0,Jan,2018,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Overseas,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Executive Non Degree,Overseas,1.0,Jan 2018,1.0,Jan,2018,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Overseas,19.0,Jan 2018,3.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Overseas,47.0,Jan 2018,7.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Overseas,56.0,Jan 2018,13.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Overseas,0.0,Jan 2018,0.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Research,Overseas,4.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Taught,Overseas,112.0,Jan 2018,2.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Undergraduate,Overseas,22.0,Jan 2018,8.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Occassional Non Degree,Overseas,3.0,Jan 2018,1.0,Jan,2018,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Research,Overseas,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Taught,Overseas,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Research,Overseas,11.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Overseas,49.0,Jan 2018,14.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Overseas,118.0,Jan 2018,29.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Research,Overseas,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Taught,Overseas,1.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Research,Overseas,11.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Taught,Overseas,5.0,Jan 2018,1.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Undergraduate,Overseas,29.0,Jan 2018,7.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of UG Medicine,Undergraduate,Overseas,383.0,Jan 2018,42.0,Jan,2018,Undergraduate Degree
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Accounting and Finance,Foundation Undergraduate (1+2),Overseas,11.0,Jan 2018,3.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Centre for Foundation Studies,Foundation Non Degree,Overseas,65.0,Jan 2018,11.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Economics and International Studies,Foundation Undergraduate (1+2),Overseas,0.0,Jan 2018,0.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,English and Digital Media,Foundation Undergraduate (1+2),Overseas,0.0,Jan 2018,0.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Management,Foundation Undergraduate (1+2),Overseas,36.0,Jan 2018,8.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Undergraduate (1+2),Overseas,6.0,Jan 2018,2.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Law,Foundation Undergraduate (1+2),Overseas,40.0,Jan 2018,5.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Psychology,Foundation Undergraduate (1+2),Overseas,0.0,Jan 2018,0.0,Jan,2018,Foundation
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Taught,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Undergraduate,Unknown,0.0,Jan 2018,0.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Occassional Non Degree,Unknown,0.0,Jan 2018,0.0,Jan,2018,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Research,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Unknown,0.0,Jan 2018,0.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Visiting Students Non Degree,Unknown,0.0,Jan 2018,0.0,Jan,2018,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Unknown,0.0,Jan 2018,0.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Visiting Students Non Degree,Unknown,0.0,Jan 2018,0.0,Jan,2018,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Unknown,0.0,Jan 2018,0.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Unknown,0.0,Jan 2018,0.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Unknown,0.0,Jan 2018,0.0,Jan,2018,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Executive Non Degree,Unknown,2.0,Jan 2018,0.0,Jan,2018,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Unknown,0.0,Jan 2018,0.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Unknown,0.0,Jan 2018,0.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Research,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Taught,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Undergraduate,Unknown,0.0,Jan 2018,0.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Occassional Non Degree,Unknown,0.0,Jan 2018,0.0,Jan,2018,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Research,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Taught,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Research,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Unknown,0.0,Jan 2018,0.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Research,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Taught,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Research,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Taught,Unknown,0.0,Jan 2018,0.0,Jan,2018,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Undergraduate,Unknown,0.0,Jan 2018,0.0,Jan,2018,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of UG Medicine,Undergraduate,Unknown,0.0,Jan 2018,0.0,Jan,2018,Undergraduate Degree
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Accounting and Finance,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2018,0.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Centre for Foundation Studies,Foundation Non Degree,Unknown,0.0,Jan 2018,0.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Economics and International Studies,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2018,0.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,English and Digital Media,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2018,0.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Management,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2018,0.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2018,0.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Law,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2018,0.0,Jan,2018,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Psychology,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2018,0.0,Jan,2018,Foundation
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Taught,Home,6.0,Jan 2017,2.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Undergraduate,Home,18.0,Jan 2017,5.0,Jan,2017,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Occassional Non Degree,Home,0.0,Jan 2017,0.0,Jan,2017,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Research,Home,4.0,Jan 2017,0.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Home,16.0,Jan 2017,10.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Home,15.0,Jan 2017,3.0,Jan,2017,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Visiting Students Non Degree,Home,0.0,Jan 2017,0.0,Jan,2017,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Home,7.0,Jan 2017,6.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Home,14.0,Jan 2017,5.0,Jan,2017,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Visiting Students Non Degree,Home,0.0,Jan 2017,0.0,Jan,2017,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Home,6.0,Jan 2017,6.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Home,24.0,Jan 2017,6.0,Jan,2017,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Home,2.0,Jan 2017,2.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Home,1.0,Jan 2017,0.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Home,9.0,Jan 2017,0.0,Jan,2017,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Home,0.0,Jan 2017,0.0,Jan,2017,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Home,1.0,Jan 2017,0.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Executive Non Degree,Home,1.0,Jan 2017,1.0,Jan,2017,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Home,3.0,Jan 2017,1.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Home,42.0,Jan 2017,29.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Home,51.0,Jan 2017,16.0,Jan,2017,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Home,0.0,Jan 2017,0.0,Jan,2017,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Research,Home,1.0,Jan 2017,1.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Taught,Home,6.0,Jan 2017,3.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Undergraduate,Home,23.0,Jan 2017,9.0,Jan,2017,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Occassional Non Degree,Home,18.0,Jan 2017,9.0,Jan,2017,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Research,Home,0.0,Jan 2017,0.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Taught,Home,0.0,Jan 2017,0.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Research,Home,4.0,Jan 2017,1.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Home,21.0,Jan 2017,10.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Home,24.0,Jan 2017,9.0,Jan,2017,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Research,Home,1.0,Jan 2017,0.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Taught,Home,0.0,Jan 2017,0.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Research,Home,3.0,Jan 2017,2.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Taught,Home,0.0,Jan 2017,0.0,Jan,2017,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Undergraduate,Home,33.0,Jan 2017,16.0,Jan,2017,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of UG Medicine,Undergraduate,Home,238.0,Jan 2017,48.0,Jan,2017,Undergraduate Degree
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Accounting and Finance,Foundation Undergraduate (1+2),Home,1.0,Jan 2017,0.0,Jan,2017,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Centre for Foundation Studies,Foundation Non Degree,Home,8.0,Jan 2017,0.0,Jan,2017,Foundation
